0,1,2,3,4,5,6,7
0.7549,1.6103,0.844809,0.662822,0.211242,0.006515,0.5855,0.533618
0.7565,1.6105,0.847961,0.659326,0.211242,0.006499,0.5832,0.533476
0.752,1.5945,0.849762,0.657462,0.211242,0.006487,0.5793,0.532056
0.7504,1.601,0.849834,0.660066,0.211242,0.006447,0.581,0.53135
0.7474,1.604,0.851064,0.658545,0.211242,0.006498,0.5785,0.531773
0.7469,1.618,0.850412,0.655093,0.211242,0.00639,0.5805,0.530926
0.7452,1.6261,0.85034,0.658762,0.211242,0.006353,0.5808,0.530786
0.7471,1.6275,0.850196,0.659631,0.211242,0.006299,0.5767,0.529801
0.7523,1.634,0.851571,0.667557,0.211242,0.00638,0.5783,0.530082
0.7548,1.648,0.854336,0.66778,0.211242,0.006336,0.579,0.530363
0.7561,1.6315,0.855066,0.66335,0.211265,0.006293,0.5778,0.530223
0.7605,1.6355,0.857486,0.665469,0.211265,0.006284,0.577,0.530645
0.7669,1.6415,0.856678,0.66379,0.211242,0.006305,0.579,0.531915
0.765,1.6415,0.855725,0.666223,0.211242,0.006342,0.5782,0.532481
0.765,1.6385,0.858001,0.666089,0.211242,0.006343,0.578,0.533191
0.763,1.6385,0.860807,0.66836,0.211242,0.006349,0.5784,0.532765
0.7643,1.6343,0.860956,0.668315,0.211242,0.006306,0.5783,0.531915
0.7663,1.6425,0.858222,0.673854,0.211242,0.006318,0.5792,0.532623
0.7663,1.642,0.859771,0.6744,0.211242,0.006322,0.5796,0.532765
0.765,1.6385,0.858369,0.673401,0.211242,0.006299,0.5795,0.532765
0.7654,1.631,0.856898,0.671006,0.211242,0.006275,0.5796,0.532765
0.7653,1.6338,0.855945,0.670916,0.211242,0.006254,0.5777,0.532198
0.77,1.638,0.860363,0.673854,0.211242,0.006285,0.5788,0.532056
0.7732,1.6435,0.860659,0.6744,0.211242,0.00639,0.5815,0.533333
0.7705,1.6353,0.859993,0.670556,0.211242,0.006335,0.5827,0.533333
0.7655,1.6357,0.861326,0.669792,0.211242,0.006341,0.5828,0.532623
0.7663,1.6341,0.862589,0.672043,0.211242,0.0063,0.5818,0.532056
0.766,1.637,0.861475,0.681663,0.211242,0.0063,0.5817,0.532623
0.756,1.6335,0.86192,0.684229,0.211242,0.006299,0.5755,0.532623
0.7503,1.636,0.85955,0.686342,0.211242,0.006293,0.5735,0.532623
0.75,1.6389,0.858074,0.689417,0.211242,0.006295,0.5748,0.532765
0.7457,1.6405,0.858516,0.687049,0.211242,0.006295,0.5685,0.533049
0.752,1.643,0.856678,0.687049,0.211242,0.006317,0.5708,0.533333
0.7552,1.6422,0.856898,0.687569,0.211242,0.006323,0.5727,0.532623
0.7546,1.66,0.859623,0.692185,0.211242,0.006315,0.5726,0.533049
0.7565,1.668,0.860215,0.69808,0.211242,0.006329,0.5726,0.533049
0.7577,1.6695,0.859476,0.697837,0.211242,0.006333,0.5747,0.534902
0.7585,1.678,0.857486,0.712251,0.211242,0.006392,0.5721,0.535619
0.7587,1.6763,0.858148,0.716589,0.211242,0.006369,0.5739,0.536769
0.76,1.6813,0.848536,0.716743,0.211242,0.006548,0.57,0.540249
0.7669,1.684,0.849618,0.716486,0.211242,0.006546,0.5708,0.540394
0.7645,1.677,0.84674,0.715308,0.211242,0.006605,0.5725,0.540687
0.7625,1.68,0.850557,0.714286,0.211242,0.006604,0.5728,0.539374
0.7617,1.6917,0.851934,0.712251,0.211242,0.006564,0.5735,0.53952
0.7605,1.6908,0.84868,0.711845,0.211242,0.006542,0.5725,0.539432
0.764,1.6912,0.847817,0.702247,0.211242,0.006513,0.5735,0.539316
0.764,1.6915,0.838786,0.705219,0.211242,0.006596,0.5735,0.539258
0.7653,1.694,0.84488,0.708065,0.211242,0.006612,0.5737,0.540541
0.7623,1.6895,0.843526,0.704225,0.211242,0.006598,0.5739,0.541126
0.7668,1.6892,0.844523,0.701508,0.211242,0.00668,0.5733,0.541126
0.766,1.6946,0.846167,0.70932,0.211242,0.006628,0.5741,0.541712
0.772,1.693,0.848896,0.70373,0.211242,0.006609,0.5757,0.540979
0.7678,1.6765,0.851426,0.697837,0.211242,0.006551,0.5768,0.539374
0.7693,1.6838,0.852806,0.696379,0.211242,0.006605,0.5752,0.539374
0.7676,1.675,0.849907,0.693963,0.211242,0.006596,0.5768,0.539374
0.771,1.683,0.850557,0.69701,0.211242,0.006551,0.5776,0.540249
0.7718,1.6882,0.85266,0.700035,0.211242,0.006555,0.5819,0.540833
0.7775,1.6883,0.855945,0.695169,0.211242,0.006556,0.5828,0.540716
0.7725,1.6848,0.851064,0.690703,0.211242,0.006513,0.5812,0.540687
0.7751,1.6858,0.853898,0.694203,0.211242,0.006472,0.5785,0.539957
0.774,1.7025,0.853606,0.695894,0.211242,0.006475,0.5783,0.540833
0.7743,1.707,0.853097,0.697934,0.211242,0.00646,0.5806,0.540979
0.775,1.7052,0.854336,0.696621,0.211242,0.006491,0.5823,0.540979
0.7756,1.7055,0.853242,0.696379,0.211242,0.006485,0.5816,0.540541
0.7792,1.713,0.852733,0.705965,0.211242,0.006506,0.5823,0.540833
0.784,1.7205,0.851716,0.710379,0.211265,0.006508,0.583,0.542741
0.7833,1.723,0.852951,0.706964,0.211242,0.006494,0.5825,0.542741
0.7901,1.725,0.851136,0.706464,0.211242,0.006459,0.5875,0.542741
0.7852,1.733,0.845881,0.709723,0.211242,0.006462,0.586,0.542741
0.7851,1.7305,0.847889,0.708868,0.211242,0.006436,0.5852,0.542446
0.7846,1.7355,0.85237,0.711238,0.211242,0.006445,0.5873,0.542005
0.7875,1.7428,0.854336,0.710227,0.211242,0.006478,0.5872,0.542005
0.7853,1.7393,0.854847,0.707364,0.211242,0.006529,0.5872,0.543183
0.7916,1.745,0.857265,0.706464,0.211242,0.006564,0.5883,0.543183
0.7964,1.7634,0.860659,0.712251,0.211242,0.006611,0.5903,0.545703
0.7974,1.7795,0.860215,0.717103,0.211242,0.006614,0.5902,0.545554
0.799,1.7805,0.859697,0.714439,0.211242,0.006633,0.59,0.545852
0.7974,1.7865,0.859697,0.713521,0.211242,0.006621,0.5903,0.54615
0.8025,1.8058,0.862664,0.716589,0.211242,0.006618,0.5912,0.548697
0.8066,1.815,0.864155,0.716178,0.211242,0.006716,0.5933,0.550206
0.7965,1.798,0.862292,0.712504,0.211242,0.006726,0.5938,0.551876
0.7913,1.7985,0.862589,0.711744,0.211242,0.006729,0.5881,0.549602
0.7804,1.806,0.863632,0.717875,0.211242,0.00678,0.5918,0.550206
0.7815,1.804,0.862887,0.705965,0.211242,0.006754,0.5892,0.550206
0.7899,1.8112,0.864828,0.710732,0.211242,0.006741,0.5918,0.550206
0.7915,1.8205,0.867303,0.709824,0.211242,0.006789,0.5928,0.552486
0.7819,1.8146,0.866701,0.70922,0.211242,0.006754,0.5923,0.550509
0.7838,1.8143,0.86408,0.71048,0.211242,0.006713,0.595,0.550509
0.7839,1.8205,0.864304,0.720202,0.211242,0.006736,0.5937,0.55142
0.7858,1.8248,0.865052,0.727273,0.211242,0.006741,0.5942,0.55057
0.7859,1.812,0.868056,0.727802,0.211242,0.006717,0.5918,0.549149
0.7792,1.8135,0.868282,0.725584,0.211242,0.006647,0.5894,0.548998
0.7897,1.8335,0.867905,0.730727,0.211242,0.006684,0.5888,0.549753
0.7916,1.8438,0.86783,0.732601,0.211242,0.006748,0.591,0.551876
0.7938,1.86,0.867303,0.742005,0.211242,0.006843,0.5918,0.553403
0.794,1.855,0.866927,0.737735,0.211242,0.006791,0.594,0.55371
0.7859,1.8492,0.86783,0.737191,0.211242,0.006684,0.589,0.552944
0.785,1.8565,0.868432,0.740192,0.211242,0.006671,0.5936,0.552792
0.79,1.872,0.870701,0.750638,0.211242,0.006678,0.5987,0.554324
0.7925,1.877,0.869338,0.751315,0.211242,0.006676,0.6017,0.554324
0.7953,1.8655,0.870322,0.744048,0.211242,0.00666,0.6018,0.55325
0.7992,1.8717,0.87184,0.747105,0.211242,0.006675,0.601,0.55371
0.7977,1.8713,0.87146,0.746826,0.211242,0.00666,0.6015,0.553863
0.8025,1.884,0.87184,0.75959,0.211242,0.006651,0.6085,0.555864
0.8061,1.8925,0.873057,0.765697,0.211242,0.00669,0.6075,0.556174
0.8071,1.8998,0.874508,0.773395,0.211242,0.006782,0.618,0.556793
0.8045,1.898,0.870928,0.767165,0.211242,0.006739,0.6173,0.556793
0.807,1.919,0.873744,0.780336,0.211242,0.006776,0.619,0.558347
0.808,1.9198,0.874279,0.774114,0.211242,0.006809,0.6197,0.558659
0.8162,1.921,0.877578,0.777122,0.211242,0.006831,0.622,0.558815
0.8205,1.9275,0.879894,0.785238,0.211242,0.006861,0.6258,0.559597
0.8293,1.9515,0.883704,0.793336,0.211242,0.006821,0.6308,0.56338
0.833,1.9453,0.88199,0.788333,0.211242,0.006824,0.6295,0.562588
0.8311,1.9443,0.879353,0.784314,0.211242,0.006923,0.628,0.563539
0.8302,1.9483,0.875503,0.780336,0.211242,0.00697,0.6313,0.566893
0.8325,1.9465,0.878889,0.77821,0.211242,0.006963,0.6303,0.566893
0.8168,1.9225,0.872981,0.771605,0.211242,0.00693,0.6132,0.566572
0.816,1.892,0.866176,0.764234,0.211242,0.006948,0.6153,0.566572
0.8147,1.8758,0.860956,0.759013,0.211242,0.006966,0.6165,0.566893
0.8278,1.899,0.867378,0.770713,0.211242,0.007058,0.624,0.572082
0.8237,1.908,0.863632,0.769941,0.211242,0.00709,0.6255,0.568505
0.8208,1.894,0.859476,0.766871,0.211242,0.007138,0.6233,0.562493
0.8123,1.8555,0.854336,0.75815,0.211242,0.007184,0.6202,0.565131
0.817,1.8485,0.859845,0.751597,0.211242,0.007151,0.6185,0.565291
0.8187,1.864,0.859993,0.755744,0.211242,0.007262,0.6215,0.564653
0.821,1.8767,0.858811,0.761093,0.211242,0.007281,0.624,0.561167
0.8267,1.8985,0.85859,0.774893,0.211242,0.007317,0.6275,0.564334
0.8316,1.9025,0.862515,0.777001,0.211242,0.007299,0.623,0.566412
0.8335,1.918,0.863931,0.779727,0.210975,0.007273,0.625,0.566251
0.8291,1.8847,0.863931,0.765697,0.211242,0.007273,0.6225,0.566412
0.8266,1.8683,0.866101,0.757576,0.211242,0.007303,0.619,0.566091
0.8288,1.846,0.867152,0.756315,0.211242,0.007305,0.613,0.565131
0.8315,1.884,0.869338,0.770713,0.211242,0.007348,0.6215,0.565931
0.8303,1.8768,0.869943,0.768049,0.211242,0.007279,0.6204,0.565931
0.831,1.864,0.867002,0.76266,0.211242,0.007285,0.6183,0.565931
0.8267,1.871,0.865576,0.764526,0.211242,0.007227,0.616,0.567054
0.8254,1.8735,0.864678,0.769527,0.211242,0.007232,0.615,0.566412
0.8311,1.889,0.867378,0.775494,0.211242,0.007305,0.619,0.567859
0.8298,1.8885,0.867303,0.773994,0.211242,0.007302,0.618,0.567698
0.832,1.898,0.868282,0.77821,0.211242,0.007346,0.6183,0.569314
0.833,1.9118,0.870398,0.783085,0.211242,0.007468,0.6165,0.571265
0.8351,1.9465,0.866176,0.774593,0.211242,0.007553,0.6163,0.571919
0.8337,1.97,0.86881,0.782779,0.211242,0.007673,0.6193,0.578035
0.8265,1.9675,0.869565,0.782473,0.211242,0.007694,0.6168,0.577367
0.814,1.964,0.868508,0.774593,0.211242,0.007695,0.6155,0.577201
0.8183,1.9732,0.871688,0.782167,0.211242,0.007773,0.6167,0.578704
0.7888,1.9535,0.86783,0.776096,0.211242,0.007803,0.6065,0.580046
0.787,1.957,0.865426,0.781861,0.211242,0.007859,0.604,0.580046
0.7775,1.965,0.85859,0.785238,0.211242,0.007983,0.598,0.582242
0.769,1.9535,0.851209,0.784929,0.211242,0.007997,0.6,0.586166
0.782,1.9595,0.856898,0.787402,0.211242,0.007952,0.605,0.583601
0.782,1.948,0.852297,0.780031,0.211242,0.007933,0.607,0.58548
0.778,1.9464,0.853971,0.780214,0.211242,0.007843,0.6048,0.584112
0.7804,1.9565,0.855578,0.787402,0.211242,0.007809,0.6063,0.584454
0.7833,1.954,0.856164,0.783085,0.211242,0.007855,0.609,0.586166
0.7812,1.956,0.858001,0.78064,0.211242,0.007813,0.6098,0.581395
0.7835,1.953,0.858959,0.777001,0.211242,0.007788,0.613,0.585995
0.7821,1.9475,0.856898,0.775494,0.211242,0.007746,0.6141,0.584624
0.7848,1.944,0.856311,0.777001,0.211242,0.007695,0.6145,0.586166
0.7837,1.95,0.858222,0.783576,0.211242,0.007664,0.6115,0.583942
0.7765,1.9515,0.858001,0.786968,0.211242,0.007776,0.6071,0.585138
0.782,1.9695,0.863036,0.79968,0.211242,0.007886,0.6145,0.588062
0.787,1.973,0.861252,0.8,0.211242,0.007855,0.6145,0.58651
0.7785,1.976,0.859993,0.803859,0.211242,0.007803,0.6135,0.587372
0.7781,1.967,0.855432,0.800961,0.211242,0.007698,0.612,0.585309
0.7794,1.9665,0.854701,0.8,0.211242,0.007708,0.6105,0.584112
0.7725,1.9642,0.85778,0.797639,0.211242,0.007716,0.6125,0.584283
0.7707,1.961,0.858738,0.802568,0.211242,0.007715,0.61,0.583601
0.772,1.9595,0.860511,0.798594,0.211242,0.007736,0.6095,0.584283
0.7635,1.9707,0.859771,0.802761,0.191015,0.007752,0.6095,0.584966
0.7653,1.9698,0.862069,0.801732,0.191015,0.007755,0.6118,0.584966
0.7635,1.9685,0.862664,0.799169,0.191015,0.007834,0.6125,0.583431
0.7658,1.967,0.862589,0.794597,0.191015,0.007852,0.6137,0.585138
0.7663,1.9658,0.862069,0.788955,0.191015,0.007767,0.6119,0.584966
0.7684,1.976,0.859476,0.793651,0.191015,0.007792,0.6113,0.585309
0.7691,1.972,0.858222,0.788457,0.191015,0.007701,0.61,0.585995
0.7722,1.9515,0.858516,0.783085,0.191015,0.00755,0.6092,0.583942
0.774,1.9392,0.85778,0.783392,0.191015,0.007513,0.609,0.58072
0.7768,1.9195,0.858001,0.773994,0.191015,0.00744,0.61,0.58072
0.7773,1.926,0.859254,0.778695,0.191015,0.00746,0.6093,0.580383
0.7692,1.922,0.859845,0.77912,0.191015,0.007433,0.609,0.581564
0.77,1.938,0.860363,0.785855,0.191015,0.007556,0.6008,0.581903
0.7735,1.95,0.862813,0.791766,0.191015,0.007631,0.6025,0.582072
0.7667,1.9425,0.864304,0.792393,0.191015,0.007582,0.6043,0.584283
0.7677,1.939,0.862887,0.788955,0.191015,0.00757,0.6005,0.58326
0.766,1.944,0.86192,0.790826,0.191015,0.007586,0.6011,0.583431
0.7581,1.9435,0.862069,0.790202,0.191015,0.007568,0.596,0.584454
0.7675,1.9391,0.862143,0.784806,0.191015,0.007522,0.5985,0.58309
0.766,1.9285,0.863931,0.784314,0.191015,0.007505,0.5913,0.582751
0.7701,1.935,0.864603,0.787216,0.191015,0.007506,0.5872,0.580552
0.771,1.931,0.862589,0.787402,0.191015,0.007454,0.5997,0.578704
0.7734,1.906,0.862813,0.775314,0.191015,0.007416,0.59,0.576037
0.773,1.885,0.862069,0.763942,0.191015,0.007375,0.586,0.573559
0.774,1.867,0.861772,0.759878,0.191015,0.00735,0.5855,0.573559
0.774,1.885,0.862069,0.765111,0.191015,0.00735,0.586,0.569801
0.7675,1.887,0.861178,0.765697,0.191015,0.007329,0.585,0.569963
0.77,1.921,0.861178,0.781555,0.191015,0.007401,0.5855,0.573559
0.772,1.9285,0.861698,0.783085,0.191015,0.007366,0.5865,0.574713
0.7735,1.9425,0.864006,0.792267,0.191015,0.007429,0.5918,0.573559
0.7784,1.9465,0.867303,0.789578,0.191015,0.007516,0.5935,0.573394
0.7793,1.932,0.868583,0.784006,0.191015,0.007402,0.5911,0.570939
0.7775,1.905,0.867077,0.773934,0.191015,0.007315,0.592,0.568828
0.7785,1.906,0.868432,0.776398,0.191015,0.007329,0.5923,0.568182
0.7728,1.9258,0.865127,0.785423,0.191015,0.00746,0.5906,0.568343
0.7733,1.905,0.867604,0.776096,0.191015,0.007429,0.5905,0.56899
0.7728,1.907,0.867303,0.78125,0.191015,0.007449,0.5937,0.568505
0.7765,1.9045,0.870701,0.779362,0.191015,0.007405,0.593,0.566733
0.781,1.904,0.870701,0.77682,0.191015,0.007358,0.594,0.566893
0.7889,1.9047,0.870625,0.775795,0.191015,0.007307,0.5972,0.565611
0.7817,1.9228,0.865501,0.785855,0.191015,0.007526,0.5943,0.572902
0.7778,1.9416,0.862962,0.792393,0.191015,0.00753,0.5947,0.572902
0.782,1.9477,0.860956,0.794786,0.191015,0.007593,0.596,0.577367
0.7841,1.955,0.862962,0.797957,0.191015,0.007552,0.596,0.576535
0.7787,1.96,0.862887,0.794913,0.191015,0.007563,0.5968,0.579206
0.776,1.9575,0.858738,0.793651,0.191015,0.00756,0.5966,0.579206
0.7812,1.9642,0.860511,0.791452,0.191015,0.007564,0.5975,0.579206
0.7836,1.9695,0.862292,0.793336,0.191015,0.007603,0.6002,0.579374
0.785,1.961,0.861698,0.788955,0.191015,0.007599,0.5995,0.578369
0.7826,1.965,0.859919,0.794913,0.191015,0.007607,0.5987,0.577034
0.782,1.9763,0.861475,0.798403,0.191015,0.007607,0.5997,0.577367
0.7817,1.9772,0.863409,0.799233,0.191015,0.007629,0.6002,0.581734
0.7765,1.983,0.862441,0.800641,0.191015,0.007708,0.5995,0.583431
0.7787,1.999,0.863558,0.809913,0.191015,0.007791,0.6003,0.584283
0.7816,1.9965,0.862292,0.808081,0.191015,0.007816,0.603,0.584112
0.7796,1.987,0.863185,0.803536,0.191015,0.007819,0.6007,0.583771
0.7793,1.997,0.864454,0.809389,0.191015,0.00783,0.601,0.584966
0.7809,1.9915,0.867002,0.803213,0.191015,0.007794,0.6032,0.583771
0.7875,1.9918,0.867077,0.80032,0.191015,0.007747,0.6071,0.586166
0.7869,1.98,0.866551,0.795545,0.191015,0.007704,0.6062,0.585309
0.7886,1.9705,0.866176,0.788644,0.191015,0.007666,0.6058,0.584283
0.788,1.9515,0.866551,0.780336,0.191015,0.007602,0.6045,0.58072
0.7873,1.947,0.867002,0.781372,0.191015,0.007587,0.5993,0.581058
0.788,1.9571,0.868432,0.784745,0.191015,0.00761,0.5992,0.58072
0.7838,1.9437,0.868056,0.775494,0.191015,0.007564,0.5972,0.582072
0.7833,1.923,0.86798,0.766871,0.191015,0.007499,0.5974,0.578871
0.784,1.9205,0.868357,0.766284,0.191015,0.007527,0.6002,0.579206
0.7836,1.9155,0.868206,0.759878,0.191015,0.00756,0.5988,0.578536
0.7853,1.91,0.869641,0.753863,0.191015,0.007522,0.5995,0.579374
0.7848,1.898,0.867227,0.750751,0.191015,0.007432,0.601,0.577868
0.7763,1.8965,0.865276,0.746269,0.191015,0.007377,0.5977,0.576369
0.7727,1.9017,0.865876,0.748783,0.191015,0.007386,0.5977,0.576868
0.7669,1.8505,0.865276,0.729661,0.191015,0.007241,0.598,0.572181
0.7673,1.858,0.865726,0.733945,0.191015,0.007337,0.5979,0.573559
0.7651,1.856,0.866401,0.730194,0.191015,0.007331,0.596,0.572574
0.7688,1.8555,0.866701,0.730727,0.191015,0.007356,0.5968,0.572082
0.7713,1.8305,0.865576,0.720825,0.191015,0.007289,0.5965,0.570776
0.7679,1.791,0.867077,0.708215,0.191015,0.007239,0.593,0.568182
0.7696,1.765,0.865202,0.700035,0.191015,0.007239,0.594,0.565611
0.7683,1.7765,0.86326,0.702741,0.191015,0.007215,0.5953,0.564653
0.7712,1.792,0.865052,0.708968,0.191015,0.007267,0.5957,0.564972
0.773,1.7895,0.863856,0.709572,0.191015,0.007289,0.5945,0.565291
0.771,1.764,0.861698,0.69979,0.191015,0.007224,0.5891,0.564653
0.7713,1.7533,0.862218,0.696718,0.191015,0.007228,0.5865,0.560538
0.7742,1.7395,0.861475,0.687521,0.191015,0.007189,0.5865,0.558347
0.775,1.7365,0.862962,0.687049,0.191015,0.007082,0.5865,0.557414
0.773,1.7485,0.862441,0.692041,0.191015,0.007112,0.5865,0.558659
0.775,1.7585,0.863185,0.695314,0.191015,0.007133,0.5873,0.558971
0.775,1.7705,0.865052,0.702099,0.191015,0.007231,0.59,0.560067
0.7786,1.777,0.865276,0.706165,0.191015,0.007278,0.5928,0.567215
0.7842,1.788,0.865276,0.713521,0.191015,0.007355,0.5925,0.564653
0.786,1.7705,0.866701,0.704722,0.191015,0.007305,0.5943,0.567537
0.7846,1.7675,0.866551,0.698227,0.191015,0.007286,0.5917,0.564972
0.7857,1.791,0.867528,0.707965,0.189204,0.007402,0.5905,0.565611
0.7871,1.7793,0.867905,0.702247,0.189204,0.007334,0.591,0.56899
0.7818,1.79,0.869717,0.708215,0.189204,0.007356,0.5898,0.568505
0.7844,1.7775,0.868961,0.701016,0.189297,0.007337,0.5895,0.568505
0.7803,1.7875,0.869717,0.702494,0.189297,0.007436,0.5896,0.570125
0.7799,1.7885,0.870474,0.705219,0.189297,0.007416,0.5921,0.571429
0.779,1.783,0.868885,0.701262,0.189297,0.007334,0.5908,0.572082
0.7776,1.771,0.867679,0.693001,0.189072,0.00731,0.5909,0.568828
0.7728,1.719,0.865801,0.679579,0.188754,0.007216,0.5885,0.562588
0.7703,1.69,0.862441,0.675219,0.188384,0.007171,0.5841,0.560852
0.775,1.712,0.864828,0.685166,0.188551,0.00725,0.5885,0.561956
0.7741,1.694,0.865801,0.680365,0.188551,0.007244,0.5843,0.56338
0.7768,1.6935,0.867303,0.682221,0.188551,0.007244,0.5843,0.562272
0.7795,1.686,0.868131,0.675904,0.188551,0.00724,0.585,0.563857
0.7792,1.6765,0.867002,0.673854,0.188551,0.007262,0.5847,0.560381
0.7788,1.7265,0.868056,0.692041,0.188654,0.007267,0.588,0.568828
0.778,1.717,0.869792,0.685401,0.188654,0.007241,0.5853,0.566251
0.7764,1.695,0.868432,0.677507,0.188654,0.007218,0.5848,0.563222
0.7795,1.705,0.868432,0.68018,0.187966,0.007222,0.5875,0.564016
0.7807,1.7215,0.868961,0.685401,0.187966,0.007249,0.5876,0.566251
0.7838,1.7175,0.868056,0.682594,0.187966,0.007228,0.5887,0.564493
0.783,1.704,0.867303,0.678887,0.187744,0.007179,0.5899,0.564334
0.7838,1.719,0.868508,0.685401,0.187744,0.007207,0.5892,0.564653
0.7791,1.7315,0.869338,0.692521,0.187744,0.007173,0.5875,0.564653
0.7788,1.7383,0.868734,0.698227,0.187744,0.007239,0.5881,0.564653
0.7835,1.7478,0.86949,0.698568,0.187966,0.007247,0.5896,0.566572
0.7834,1.7455,0.870322,0.693963,0.187966,0.00727,0.5912,0.566572
0.7825,1.7135,0.869036,0.67981,0.187966,0.00722,0.5902,0.564653
0.7824,1.719,0.869868,0.685542,0.187505,0.007235,0.5882,0.563857
0.7765,1.7365,0.870474,0.689893,0.187505,0.007273,0.5888,0.564334
0.7715,1.727,0.870171,0.684932,0.187631,0.007244,0.5875,0.564334
0.7565,1.7345,0.868885,0.686672,0.18741,0.007261,0.5785,0.564653
0.759,1.731,0.869943,0.687474,0.18741,0.007225,0.582,0.565451
0.7603,1.7453,0.872296,0.691802,0.18741,0.007257,0.5825,0.565291
0.7605,1.734,0.871688,0.683527,0.18741,0.007236,0.5834,0.567215
0.7565,1.7155,0.871992,0.682128,0.186951,0.007254,0.5828,0.567215
0.7594,1.698,0.873134,0.674673,0.186951,0.007223,0.581,0.566412
0.7575,1.6969,0.873286,0.671366,0.186787,0.00719,0.5811,0.564812
0.76,1.703,0.873744,0.673401,0.186619,0.007212,0.583,0.564493
0.7603,1.6937,0.872981,0.66836,0.186619,0.007188,0.5824,0.564334
0.7507,1.6875,0.87222,0.665557,0.186619,0.007185,0.5795,0.563222
0.7515,1.671,0.87146,0.658328,0.186619,0.007127,0.5797,0.562588
0.752,1.6688,0.871536,0.661463,0.18631,0.007047,0.5763,0.560695
